"All possible rates were fetched, click on ""Save"" to apply","Все возможные значения были получены. Нажмите ""Сохранить"" чтобы применить изменения"
"All rates were fetched, click on ""Save"" to apply","Все значения были получены. Нажмите ""Сохранить"" чтобы применить изменения"
"All valid rates successfully saved","Все верные цены успешно сохранены"
"Amounts","Суммы"
"Any","Любой(ая)"
"Any Attribute Set","Любой набор атрибутов"
"Any Group","Все группы"
"Any Status","Любой статус"
"Any Store","Любой магазин"
"Any Type","Любой тип"
"Any Visibility","Любая видимость"
"Api Key","Ключ API "
"Api Key Confirmation","Подтверждение ключа API"
"Archive file name:","Название файла с архивом:"
"Are you sure that you want to delete this template?","Хотите удалить шаблон?"
"Are you sure that you want to strip tags?","Вы уверены, что вы хотите убрать метки?"
"Are you sure you want to do this?","Уверены?"
"Are you sure you wish to INSTALL all selected packages?","Вы уверены, что хотите установить все выбранные пакеты?"
"Are you sure you wish to UNINSTALL all selected packages?","Вы уверены, что хотите удалить все выбранные пакеты?"
"Are you sure you wish to UPGRADE all selected packages?","Вы уверены, что хотите обновить все выбранные пакеты?"
"Area","Зона"
"Assigned","Соответствует"
"Attribute Set Name:","Название набора атрибутов:"
"Attribute set successfully saved.","Набор атрибутов сохранен."
"Attribute set was successfully removed.","Набор атрибутов удален."
"Attributes","Атрибуты"
"Available Products","Доступные продукты"
"Available Version","Доступная версия"
"Average Order Amount","Среднее количество заказов"
"Average Orders","Средняя сумма заказа"
"Back","Назад"
"Back to Login","Назад ко входу"
"Back to local packages","Вернуться к локальным пакетам"
"Backup","Бэкап"
"Backup record was deleted","Резервная копия удалена"
"Backup successfully created","Резервная копия успешно создана"
"Backups","Резервные копии"
"Base currency","Базовая валюта"
"Bcc","Скрытая копия"
"Bestsellers","Хиты"
"Big Image","Большое изображение"
"Billing Address","Адрес регистрации"
"Billing address","Адрес оплаты"
"Block Information","Информация о блоке"
"Both (without and with tax)","Оба (с уплатой и без уплаты налогов)"
"Browse Available Extensions","Просмотреть доступные расширения"
"Browse Available Remote Extensions","Просмотреть доступные удаленные расширения"
"Browse Files...","Просмотреть файлы ..."
"Bundle Items","Набор товаров"
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Набор с динамическими ценами не может включать другие цены. Опции не будут сохранены."
"CRITICAL","КРИТИЧНО"
"CSV","CSV"
"CSV / Tab separated","Csv / Tab-разделение"
"Cache Control","Управление кэшем"
"Cache Control (beta)","Управление кэшем (beta)"
"Cache Management","Управление кэшем"
"Can not add new comment.","Невозможно добавить новый комментарий"
"Can not add tracking number.","Невозможно добавить номер отправления"
"Can not delete tracking number.","Невозможно удалить номер отправления"
"Can not do credit memo for order","Невозможно создать мемориальный ордер для заказа"
"Can not do invoice for order","Невозможно создать инвойс к заказу"
"Can not do shipment for order.","Невозможно создать отправление к заказу"
"Can not initialize shipment for adding tracking number.","Невозможно инициализировать отправление для добавление номера."
"Can not initialize shipment for delete tracking number.","Невозможно инициализировать отправление для удаления номера."
"Can not load track with retrieving identifier.","Невозможно загрузить данные для идентификатора."
"Can not retrieve tracking number detail.","Невозможно получить детали по номеру отправления"
"Can not save credit memo","Невозможно сохранить мемориальный ордер"
"Can not save invoice","Невозможно сохранить счёт"
"Can not save shipment.","Невозможно сохранить отправление."
"Can not send shipment information.","Невозможно сохранить информацию об отправлении."
"Can not update item qty","Невозможно изменить количество товара."
"Can't delete design change","Не удается удалить измения дизайна"
"Can\'t find email address.","Невозможно найти адрес e-mail."
"Cancel","Отмена"
"Card Verification Number","Проверочный номер карты (CVC2)"
"Catalog","Каталог"
"Catalog Rewrites","Catalog Rewrites"
"Catalog Rewrites was refreshed successfully","Переадресация в каталоге успешно обновлена"
"Catalog Rewrites were refreshed successfully","Переадресация в каталоге успешно обновлена"
"Category","Категория"
"Category:","Категория:"
"Changelog","Изменения"
"Channel","Канал"
"Channel:","Канал:"
"Checkbox","Галочка"
"Choose Store View","Выберите вид магазина"
"Choose an attribute","Выбрите атрибут"
"Clear","Очистить"
"Close","Закрыть"
"Comment text field can not be empty.","Текстовое поле комментария не может быть пустым"
"Comments History","История комментариев"
"Complete","Завершен"
"Configuration","Конфигурация"
"Configuration successfully saved","Конфигурация успешно сохранена"
"Confirmed email:","Подтвержденный e-mail:"
"Conflicts","Конфликты"
"Connect with the Magento Community","Связаться с сообществом Magento"
"Contents","Содержание"
"Convert to Plain Text","Конвертировать в текст"
"Cookie (Unsafe)","Использование cookies (небезопасно)"
"Country","Страна"
"Country:","Страна:"
"Coupon Code","Код купона"
"Coupons","Купоны"
"Create","Создать"
"Create DB Backup","Создать резервную копию БД"
"Create Extension Package","Создание пакета расширений"
"Create New Attribute","Создать новый атрибут"
"Create Urlrewrite:","Создать Urlrewrite:"
"Created At","Создано"
"Credit Card Number","Номер кредитной карты"
"Credit Card Number: xxxx-%s","номер кредитной карты: xxxx-%s"
"Credit Card Type","Тип карты"
"Credit Card Type: %s","Тип карты: %s"
"Credit Memo #%s comment added","Комментарий к мемориальному ордеру #%s добавлен"
"Credit Memo #%s created","Мемориальный ордер #%s создан"
"Credit Memo History","История возврата платежей"
"Credit Memo Totals","Сумма возврата"
"Credit Memo cancel error.","Ошибка отмены мемориального ордера"
"Credit Memo total must be positive.","Сумма мемориального ордера должна быть положительна."
"Credit Memo void error","Мемориальный ордер пуст."
"Credit Memo was successfully canceled.","Мемориальный ордер отменен."
"Credit Memo was successfully created","Мемориальный ордер создан"
"Credit Memo was successfully voided","Мемориальный ордер аннулирован"
"Currency","Валюта"
"Currency Information","Информация о валюте"
"Currency Setup Section","Раздел управления валютами"
"Current Configuration Scope:","Текущий раздел конфигурации:"
"Current Release Information","Информация текущего выпуска"
"Custom","Указанный"
"Customer","Покупатель"
"Customer Group:","Группа пользователей:"
"Customer Name","Имя покупателя:"
"Customer Since:","Заказчик начиная с:"
"Customer was deleted","Пользователь был удален"
"Customer was successfully saved","Пользователь был успешно сохранен"
"Customer with the same email already exists.","Пользователь с таким же email уже существует."
"Customers","Покупатели"
"DHTML Date/Time Selector","Выбор даты и времени"
"Dashboard","Пульт управления"
"Data Format","Формат данных"
"Data transfer:","Передача данных:"
"Date Added","Дата добавлена"
"Date Updated","Дата изменена"
"Date selection:","Выбор даты:"
"Date selector","Выбор даты"
"Date:","Дата:"
"Decimal separator:","Десятичный разделитель:"
"Default (Admin) Values","Значения по умолчанию (Admin)"
"Default Config","Конфигурация по умолчанию"
"Default Template from Locale","Шаблон по умолчанию из локали"
"Default Values","Значения по умолчанию"
"Default display currency ""%s"" is not available in allowed currencies","Валюта по умолчанию ""%s"" не доступна в разрешенных валютах"
"Default scope","Раздел по умолчанию"
"Delete","Удалить"
"Delete %s","Удалить %s"
"Delete %s '%s'","Удалить %s '%s'"
"Delete Profile","Удалить профиль"
"Delete Role","Удалить роль"
"Delete Store View","Удалить вид магазина"
"Delete Template","Удалить шаблон"
"Delete User","Удалить пользователя"
"Delete Website","Удалить сайт"
"Dependencies","Зависимости"
"Description","Описание"
"Description:","Описание:"
"Design","Дизайн"
"Design Section","Раздел дизайна"
"Design change deleted","Изменения дизайна удалены"
"Design change saved","Изменения дизайна сохранены"
"Developer Section","Раздел разработчика"
"Direction:","Направление:"
"Disable","Отменить"
"Disabled","Отменено"
"Discount Amount","Величина скидки"
"Display %s first","Выводить %s первым"
"Display default currency","Отображать валюту по умолчанию"
"Distributed under GNU LGPL. See %s for details.","Распространяется под лицензией GNU LGPL. Смотрите %s для подробностей."
"Do you really want to KILL parallel process and start new indexing process?","Вы действительно полны уверенности остановить работающий поцесс и запустить индексацию заново?"
"Done By:","Обработан:"
"Done by:","Обработан:"
"Download Remote File","Скачать удаленный файла"
"Download and Install","Загрузка и установка"
"Downloading and installing $pkg, please wait...","Загрузка и установка $pkg, пожалуйста, подождите ..."
"Drag to move","Тяните, чтобы переместить"
"Drop-down","Выпадающий список"
"Edit","Редактировать"
"Edit Email Template","Изменить email шаблон"
"Edit Poll","Редактировать опрос"
"Edit Role","Редактирование роли"
"Edit Store View","Редактировать вид магазина"
"Edit System Template","Изменить системный шаблон"
"Edit Tag","Редактировать тэг"
"Edit Template","Редактировать шаблон"
"Edit Urlrewrite","Редактрировать Urlrewrite"
"Edit User","Редактировать пользователя"
"Edit User '%s'","Редактировать пользователя '%s'"
"Edit Website","Редактировать сайт"
"Email","Электропочта"
"Email Address:","Адрес электропочты:"
"Email Preview","Просмотр письма"
"Email address is empty.","Пустой адрес электропочты."
"Email to a Friend","Отправить другу"
"Email:","Email:"
"Enable","Включить"
"Enabled","Включено"
"Enclose Values In:","Заключить значения в:"
"Entity Type","Тип сущности"
"Entity type:","Тип сущности"
"Error uploading the file","Ошибка загрузки файла"
"Error while cleared Image cache. Please try again later","Ошибка во время очистки кэша иллюстраций, повторите попытку позже."
"Error while create backup. Please try again later","Ошибка создания резервной копии, повторите попытку позже"
"Error while deleting this role. Please try again later.","Ошибка при удалении этой роли, повторите попытку позже."
"Error while deleting this set.","Ошибка при удалении этого набора."
"Error while finished process. Please refresh cache","Ошибка при завершении процесса. Пожалуйста, обновите кэш"
"Error while rebuilded Search Index. Please try again later","Ошибка при обновлении поискового индекса, повторите попытку позже"
"Error while refreshed Catalog Rewrites. Please try again later","Ошибка при обновлении переадресации в каталоге, повторите попытку позже"
"Error while refreshed Layered Navigation Indices. Please try again later","Ошибка при обновлении индексов многослойной навигации, повторите попытку позже"
"Error while saving account. Please try again later","Ошибка при сохранении учетной записи. пожалуйста, повторите попытку позже"
"Error while saving this configuration: ","Ошибка при сохранении этой конфигурации:"
"Error while saving this role. Please try again later.","Ошибка при сохранении этой роли, повторите попытку позже."
"Error while updating selected review(s). Please try again later.","Ошибка при обновлении выбранных отзывов, повторите попытку позже."
"Excl. Tax","Без налогов"
"Exclude","Исключить"
"Exclude (comma separated)","Исключить (через запятую)"
"Expiration Date","Срок действия"
"Expiration Date: %s/%s","Срок действия: %s/%s"
"Export","Экспорт"
"Export CSV","Экспорт CSV"
"Export Filters","Экспортировать фильтры"
"Export to:","Экспорт в:"
"Export:","Экспорт:"
"Extension","Расширение"
"Extension Name","Название расширения"
"Extensions","Расширения"
"FTP Host[:Port]","Ftp хост[:порт]"
"Failed to add a product to cart by id ""%s""","Ошибка при добавлении товара в корзина по ID ""%s"""
"Failed to load %1$s.xml or %1$s.ser","Ошибка загрузки %1$s.xml или %1$s.ser"
"Field","Поле"
"Field Mapping","Поле картографии"
"File","Файл"
"File Information","Файл информации"
"File name:","Имя файла:"
"File size should be more than 0 bytes","Размер файла должен быть более 0 байт"
"Final Price","Конечная цена"
"Finished profile execution.","Закончено выполнение профиля."
"First Name","Имя"
"First Name:","Имя:"
"Firstname","Имя"
"Fixed","Исправлено"
"For category","Для категории"
"For latest version visit: %s","Последняя версия доступна здесь: %s"
"For product","Для продукта"
"Forgot your password?","Забыли пароль?"
"Forgot your user name or password?","Забыли имя пользователя или пароль?"
"From","с"
"Gb","Гб"
"General Information","Общая информация"
"General Section","Общий раздел"
"Get Image Base64","Получить изображение в Base64"
"Get help for this page","Получить помощь для данной страницы"
"Global Attribute","Глобальный атрибут"
"Global Record Search","Глобальный поиск записи"
"Global Search","Глобальный поиск"
"Go Today","Сегодня"
"Google Base","Google Base"
"Google Base Items","Google Base Items"
"Grand Total","ВСЕГО"
"Grid (default) / List","Сеткой (по умолчанию)/список"
"Grid only","Только сеткой"
"Group:","Группы:"
"Guest","Гость"
"HTTP (unsecure)","HTTP (открытый)"
"HTTPS (SSL)","HTTPS (закрытый)"
"Help Us Keep Magento Healthy - Report All Bugs","Помогите сделать Magento еще лучше - сообщайте о всех ошибках"
"Home","Домашнаяя"
"ID","ID"
"ID Path","ID путь"
"IP Address","IP адрес"
"Ignore","Игнорировать"
"Image cache was cleared successfully","Кэш изображений очищен"
"Images","Изображения"
"Images (.gif, .jpg, .png)","Изображения (.gif, .jpg, .png)"
"Images Cache","Кэш изображений"
"Import","Импорт"
"Import Service","Импорт услуг"
"Import/Export","Импорт/экспорт"
"Import/Export Advanced","Import/Export Advanced"
"Import/Export Profile","Импорт/экспорт профиля"
"Imported <strong>%s</strong> records","Импортировано <strong>%s</strong> записей"
"In","В"
"In Database:","В базе данных:"
"In File:","В файл:"
"Inactive","Неактивен"
"Incl. Tax","Включая налог"
"Include","Включить"
"Incoming Message","Входящее сообщение"
"Individual Item","Индивидуальная единица"
"Install","Установка"
"Install Package File","Установка файла пакета"
"Installed As","Установлено как:"
"Installed Extension Info","Информация установленного расширения"
"Installed Version","Установленная версия"
"Installing $pkg, please wait...","Установка $pkg, подождите ..."
"Installing selected packages, please wait...","Установка выбраных пакетов, пожалуйста, подождите..."
"Instant Payment Notification (IPN)","Моментальное уведомление оплаты (IPN)"
"Interactive","Интерактивно"
"Interface Locale: %s","Язык интерфейса: %s"
"Invalid Form Key","Неверный ключ формы"
"Invalid Import Service Specified","Указан неверный сервис импорта"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)","Неверные данные, переданные через метод POST (проверьте значения post_max_size и upload_max_filesize в файле php.ini)"
"Invalid URL","Неправильный url"
"Invalid Username or Password.","Неправильные имя пользователя или пароль."
"Invalid directory: %s","Неверный каталог: %s"
"Invalid file: %s","Неправильный файл: %s"
"Invalid input data for %s => %s rate","Неправильный ввод данных для %s => %s цена"
"Invalid input:","Неправильный ввод:"
"Invalid parrent block for this block","Неверный родительский блок для данного блока"
"Invalid section value","Неверное значение раздела"
"Invalid store value","Неверное значение магазина"
"Invalid website value","Неверное значение сайта"
"Invoice #%s comment added","Комментарий к счету #%s добавлен"
"Invoice #%s created","Платёж #%s создан"
"Invoice History","История платежей"
"Invoice Totals","Сумма оплаты"
"Invoice and shipment was successfully created.","Счет и отправление созданы."
"Invoice cancel error.","Ошибка отмены счёта."
"Invoice capture error","Ошибка записи счёта"
"Invoice void error","Ошибка аннулирования счёта"
"Invoice was successfully canceled.","Счёт отменен."
"Invoice was successfully captured","Счёт записан"
"Invoice was successfully created.","Счёт создан."
"Invoice was successfully voided","Счет аннулирован"
"Issue Number","Номер случая"
"Issuer: %s","Эмитент: %s"
"Items","Items"
"Kb","Кб"
"Last 24 hours","Последние 24 часа"
"Last 5 Orders","Последние 5 заказов"
"Last 5 Search Terms","Последние 5 условий поиска"
"Last 7 days","За последние 7 дней"
"Last Logged In (%s):","Последний вход (%s):"
"Last Logged In:","Последний вход в систему:"
"Last Month","Последний месяц"
"Last Name","Фамилия"
"Last Name:","Фамилия:"
"Lastname","Фамилия"
"Latest Message:","Последнее сообщение:"
"Layered Navigation Indices","Индексы многослойной навигации"
"Layered Navigation Indices was refreshed successfully","Индексы многослойной навигации обновлены"
"Layered Navigation Indices were refreshed successfully","Индексы многослойной навигации обновлены"
"Layered Navigation indexing queue cancelled","Запрос индексации многослойной навигации отменён"
"Layered Navigation indexing queued","Запрошена индексация многослойной навигации"
"Layered Navigation process queued to be killed","Запрошена отмена многослойной навигации"
"Leave empty to use tax identifier","Оставьте пустым для идентификатора налога"
"Level","Уровень"
"License","Лицензия"
"License URI","URI лицензии"
"License:","Лицензия:"
"Lifetime Sales","Всего продаж"
"Links","Ссылки"
"List (default) / Grid","Список (по умолчанию) / сетка"
"List only","Только список"
"Load Template","Загрузка шаблона"
"Load default template","Загрузка шаблона по умолчанию"
"Load local Package","Загрузить локальный пакет"
"Loading...","Загрузка ..."
"Local Server","Локальный сервер"
"Local/Remote Server","Локальный/удаленный сервер"
"Locale","Локаль "
"Log Out","Выйти"
"Log in to Admin Panel","Вход в административную панель"
"Log into Magento Admin Page","Зайди на административную страницу Magento"
"Logged in as %s","В системе как %s"
"Login","Логин"
"MAJOR","ВАЖНО(Е)"
"MINOR","ОБЫЧНО(Е)"
"MS Excel XML","MS Excel XML"
"Magento Admin","Администрирование Magento"
"Magento Commerce - Administrative Panel","Magento Commerce — административная панель"
"Magento Connect","Расширения (Magento Connect)"
"Magento Connect Manager","Управление расширениями"
"Magento Logo","Логотип Magento"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento является зарегистрированной торговой маркой Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc."
"Magento ver. %s","Magento вер.  %s"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento&trade;является зарегистрированной торговой маркой Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc."
"Maintainers","Мейнтейнеры"
"Manage Currency Rates","Управление курсом валют"
"Manage Customers","Управление покупателями"
"Manage Installed Extensions","Управление установленными расширениями"
"Manage Ratings","Управление рейтингами"
"Manage Stores","Управление магазинами"
"Manage osCommerce Orders","Управление заказами osCommerce"
"Manage osCommerce Profiles","Управление профилями osCommerce"
"Matched expression","Подходящее выражение"
"Max","Максимум"
"Maximum","Максимальный"
"Mb","Мб"
"Media (.avi, .flv, .swf)","Медиа (.avi, .flv, .swf)"
"Messages Inbox","Входящие"
"Min","Минимум"
"Minimum","Минимальный"
"Most Viewed Products","Наиболее просматриваемые товары"
"Multiple Select","Многократное выделение"
"My Account","Мой аккаунт"
"N/A","н/д"
"NOTICE","УВЕДОМЛЕНИЕ"
"Name","Имя"
"Name on Card","Имя на карте"
"Name on the Card: %s","Имя на карте: %s"
"Name:","Имя:"
"New Accounts","Новые аккаунты"
"New Api Key","Новый ключ Api"
"New Customers","Новые покупатели"
"New Email Template","Новый шаблон email"
"New Extension","Новое расширение"
"New Item Type","Новый тип предмета "
"New Password","Новый пароль"
"New Profile","Новый профиль"
"New Store View","Новый вид магазина"
"New System Template","Новый системный шаблон"
"New Tag","Новый тэг"
"New Template","Новый шаблон"
"New User","Новый пользователь"
"New Website","Новый сайт"
"New admin password","Новый пароль администратора"
"Next month (hold for menu)","Следующий месяц (придержите для меню)"
"Next page","Следующая страница"
"Next year (hold for menu)","Следующий год (придержите для меню)"
"No","Нет"
"No (price without tax)","Нет (цена без учета налогов)"
"No Data Found","Данных не найдено"
"No Extensions Found","Расширений не найдено"
"No Templates Found","Шаблоны не найдены"
"No change","Без изменений"
"No profile","Нет профиля"
"No profile loaded...","Профайл не загружен ..."
"No records found for this period.","Не найдено записей за этот период."
"No records found.","Не найдено записей."
"No search keywords.","Нет ключевых слов для поиска."
"No search modules registered","Нет зарегистрированных модулей поиска"
"None","Нет"
"Note:","Замечание:"
"Notes","Заметки"
"Notes:","Примечания:"
"Number of Orders","Количество заказов"
"Number of Use","Количество использований"
"Number of Uses","Количество"
"Number of records:","Количество записей:"
"Old rate:","Старая ставка:"
"One of options row has error","Одна из строк опций содержит ошибку"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Доступны только атрибуты из набора ""Глобальные"", типа ввода ""Выпадающий список"" и для создания настраиваемых товаров."
"Only mapped fields","Только мэпированные поля"
"Optional","Дополнительно"
"Options","Опции"
"Order #%s","Заказ #%s"
"Order #%s (%s)","Заказ #%s (%s)"
"Order Totals","ВСЕГО  "
"Order confirmation email not sent","Email о подтверждении заказа не отправлен"
"Order confirmation email sent","Email о подтверждении заказа отправлен"
"Order not longer exist","Заказ более не существует"
"Order not longer exist.","Заказ более не существует"
"Orders","Заказы"
"Original Magento attribute names in first row:","Оригинальные имена атрибутов Magento в первой строке:"
"PEAR Configuration was successfully saved","PEAR конфигурация была успешно сохранена"
"PEAR Console","PEAR консоль"
"PEAR config","Pear конфигурация"
"PHP Version","Версия PHP"
"Package","Пакет"
"Package %s data was successfully loaded","Данные пакета %s были успешно загружены"
"Package Extensions","Расширения пакетов"
"Package File Name","Имя файла пакета"
"Package Info","Информация пакета"
"Package Information","Информация пакета"
"Packages","Пакеты"
"Page","Страница"
"Parent Product Thumbnail","Иконка родительского продукта"
"Passive mode","Пассивный режим"
"Password","Пароль"
"Password Confirmation","Подтверждение пароля"
"Password:","Пароль:"
"Path","Путь"
"Path:","Путь:"
"PayPal Email","PayPal Email"
"Payment Data Transfer (PDT)","Передача платежных данных (PDT)"
"Payment method must be specified","Должен быть указан метод оплаты"
"Pending Tags","Ожидающие тэги"
"Pending installation...","До установки ..."
"Per Item","За единицу"
"Per Order","За заказ"
"Percent","%"
"Performed At","Подтверждено"
"Period","Период"
"Permanent (301)","Постоянно (301)"
"Permissions","Права доступа"
"Personal Information","Персональная информация"
"Phone:","Телефон:"
"Please confirm site switching. All data that hasn\'t been saved will be lost.","Подтвердите переключение сайта. Все несохраненные данные будут утеряны"
"Please enter 6 or more characters.","Введите 6 или более символов"
"Please enter a number greater than 0 in this field.","Введите число больше 0"
"Please enter a valid $ amount. For example $100.00.","Введите правильную денежную величину. Например, 100.00."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Введите правильный адрес. Например, http://www.site.ru или www.site.ru"
"Please enter a valid URL. http:// is required","Введите правильный адрес. Указание схемы http:// обязательно"
"Please enter a valid credit card number.","Введите правильный номер кредитной карты."
"Please enter a valid date.","Введите правильную дату."
"Please enter a valid email address. For example johndoe@domain.com.","Введите правильный адрес электропочты. Например, pochta@site.ru."
"Please enter a valid number in this field.","Введите правильное число в это поле."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890."
"Please enter a valid social security number. For example 123-45-6789.","Введите правильный номер социального страхования. Например, 123-45-6789"
"Please enter a valid value from list","Введите значение из списка"
"Please enter a valid value, ex: 10,20,30","Введите правильное значение, напр. 10,20,30"
"Please enter a valid zip code.","Введите правильный почтовый индекс."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Введите правильный почтовый индекс. Например, 344113"
"Please enter valid password.","Введите правильный пароль"
"Please fill in 'email' field.","Пожалуйста, заполните поле 'email'."
"Please make sure that all global admin search modules are installed and activated.","Пожалуйста, убедитесь в том, что все глобальные модули административного поиска установлены и активированы."
"Please make sure that your changes were saved before running the profile.","Пожалуйста, убедитесь, что ваши изменения были сохранены перед запуском профиля."
"Please make sure your passwords match.","Убедитесь, что пароли совпадают"
"Please select State/Province.","Выберите область (штат, провинция)"
"Please select a custmer","Пожалуйста, выберите пользователя"
"Please select a store","Выберите магазин"
"Please select an option.","Выберите опцию"
"Please select catalog searches","Пожалуйста, выберите поиск каталог"
"Please select customer(s)","Пожалуйста, выберите пользователей"
"Please select one of the above options.","Выберите одну из опций выше."
"Please select one of the options.","Выберите одну из опций."
"Please select review(s)","Пожалуйста, выберите отзывы"
"Please select tag(s)","Пожалуйста, выберите метки"
"Please specify admin custom URL","Укажите свой адрес для админа"
"Please specify at least start or end date.","Просьба указать, по крайней мере, дату начала или конца."
"Please use in this field only ""a-z,0-9,_"".","Пожалуйста,используйте в поле только символы ""a-я,0-9,_""."
"Please use letters only (a-z) in this field.","В этом поле допустимы только буквы (а-я,a-z)."
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","В этом поле допустимы только цифры."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","В этом поле допустимы только буквы и цифры. Пожалуйста, никакой фигни типа пробелов."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","В этом поле допустимы только буквы и цифры и пробел и чисто такая решётка #."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Допустим следующий формат даты: dd/mm/yyyy. Например, 15/03/2009 для 15 марта 2009."
"Please wait, loading...","Подождите, загружается...."
"Please wait...","Пожалуйста, подождите ..."
"Please, add a few answers to this poll first","Пожалуйста, вначале добавьте несколько ответов на этот опрос"
